run_id,timestamp_utc,pdk_variant,ngspice_version,deck,corner,temp_c,supply_V,device,polarity,w_um,l_um,measurement,vth_cc_V,ss_mV_per_dec,ion_A,ion_vdd_V,raw_ref
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,mos_vt_sub.spice,typical,-40,3.3,nfet_03v3,n,10,1,vt_subthreshold,0.714175,66.599,3.030150e-03,3.3,results/raw/20260731T145914Z/mos/mos_nfet_03v3_typical_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,mos_vt_sub.spice,typical,-15,3.3,nfet_03v3,n,10,1,vt_subthreshold,0.687623,73.552,2.807970e-03,3.3,results/raw/20260731T145914Z/mos/mos_nfet_03v3_typical_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,mos_vt_sub.spice,typical,10,3.3,nfet_03v3,n,10,1,vt_subthreshold,0.661701,80.438,2.614670e-03,3.3,results/raw/20260731T145914Z/mos/mos_nfet_03v3_typical_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,mos_vt_sub.spice,typical,27,3.3,nfet_03v3,n,10,1,vt_subthreshold,0.644389,85.142,2.497220e-03,3.3,results/raw/20260731T145914Z/mos/mos_nfet_03v3_typical_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,mos_vt_sub.spice,typical,60,3.3,nfet_03v3,n,10,1,vt_subthreshold,0.611319,94.291,2.296340e-03,3.3,results/raw/20260731T145914Z/mos/mos_nfet_03v3_typical_60.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,mos_vt_sub.spice,typical,90,3.3,nfet_03v3,n,10,1,vt_subthreshold,0.581871,102.669,2.139490e-03,3.3,results/raw/20260731T145914Z/mos/mos_nfet_03v3_typical_90.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,mos_vt_sub.spice,typical,125,3.3,nfet_03v3,n,10,1,vt_subthreshold,0.548158,112.436,1.981400e-03,3.3,results/raw/20260731T145914Z/mos/mos_nfet_03v3_typical_125.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,mos_vt_sub.spice,ss,-40,3.3,nfet_03v3,n,10,1,vt_subthreshold,0.823940,67.410,2.613740e-03,3.3,results/raw/20260731T145914Z/mos/mos_nfet_03v3_ss_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,mos_vt_sub.spice,ss,-15,3.3,nfet_03v3,n,10,1,vt_subthreshold,0.797586,74.535,2.422430e-03,3.3,results/raw/20260731T145914Z/mos/mos_nfet_03v3_ss_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,mos_vt_sub.spice,ss,10,3.3,nfet_03v3,n,10,1,vt_subthreshold,0.771867,81.505,2.255740e-03,3.3,results/raw/20260731T145914Z/mos/mos_nfet_03v3_ss_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,mos_vt_sub.spice,ss,27,3.3,nfet_03v3,n,10,1,vt_subthreshold,0.754715,86.411,2.154360e-03,3.3,results/raw/20260731T145914Z/mos/mos_nfet_03v3_ss_27.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,mos_vt_sub.spice,ss,60,3.3,nfet_03v3,n,10,1,vt_subthreshold,0.721937,95.666,1.980720e-03,3.3,results/raw/20260731T145914Z/mos/mos_nfet_03v3_ss_60.wrdata
