run_id,timestamp_utc,pdk_variant,ngspice_version,deck,corner,temp_c,supply_V,geometry,par_effective,bias_A,vbe_V,raw_ref
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,-40,3.3,pnp_10p00x10p00,x1,1e-05,0.809073,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,-40,3.3,pnp_05p00x05p00,x1,1e-05,0.834734,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,-40,3.3,pnp_10p00x00p42,x1,1e-05,0.860306,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,-40,3.3,pnp_05p00x00p42,x1,1e-05,0.874778,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,-40,3.3,pnp_10p00x10p00,x1,1e-06,0.762641,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,-40,3.3,pnp_10p00x10p00,x1,0.0001,0.856742,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,-40,3.3,pnp_10p00x10p00,ratio8_unit(x1),1e-05,0.809073,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,-40,3.3,pnp_10p00x10p00,ratio8_par(x8),1e-05,0.767131,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,-40,3.3,pnp_10p00x10p00,ratio4_unit(x1),1e-05,0.809073,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,-40,3.3,pnp_10p00x10p00,ratio4_par(x4),1e-05,0.781087,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_-40.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,-15,3.3,pnp_10p00x10p00,x1,1e-05,0.764932,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,-15,3.3,pnp_05p00x05p00,x1,1e-05,0.793478,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,-15,3.3,pnp_10p00x00p42,x1,1e-05,0.822639,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,-15,3.3,pnp_05p00x00p42,x1,1e-05,0.838700,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,-15,3.3,pnp_10p00x10p00,x1,1e-06,0.713535,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,-15,3.3,pnp_10p00x10p00,x1,0.0001,0.817528,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,-15,3.3,pnp_10p00x10p00,ratio8_unit(x1),1e-05,0.764932,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,-15,3.3,pnp_10p00x10p00,ratio8_par(x8),1e-05,0.718507,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,-15,3.3,pnp_10p00x10p00,ratio4_unit(x1),1e-05,0.764932,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,-15,3.3,pnp_10p00x10p00,ratio4_par(x4),1e-05,0.733958,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_-15.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,10,3.3,pnp_10p00x10p00,x1,1e-05,0.720120,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,10,3.3,pnp_05p00x05p00,x1,1e-05,0.751543,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,10,3.3,pnp_10p00x00p42,x1,1e-05,0.784099,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,10,3.3,pnp_05p00x00p42,x1,1e-05,0.801760,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,10,3.3,pnp_10p00x10p00,x1,1e-06,0.663755,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,10,3.3,pnp_10p00x10p00,x1,0.0001,0.777669,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,10,3.3,pnp_10p00x10p00,ratio8_unit(x1),1e-05,0.720120,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,10,3.3,pnp_10p00x10p00,ratio8_par(x8),1e-05,0.669208,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,10,3.3,pnp_10p00x10p00,ratio4_unit(x1),1e-05,0.720120,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,10,3.3,pnp_10p00x10p00,ratio4_par(x4),1e-05,0.686155,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_10.wrdata
20260731T145914Z,2026-07-31T14:59:14.457775+00:00,gf180mcuD,46,pnp_vbe.spice,bjt_typical,27,3.3,pnp_10p00x10p00,x1,1e-05,0.689299,results/raw/20260731T145914Z/pnp/pnp_bjt_typical_27.wrdata
